"Town","FIPS","Year","Grade","Race","SubsidizedMealEligibility","LanguageTrack","Disability","MeasureType","Variable","Value"
"Stamford","0900173070",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",22.12
"Stonington","0901173770",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",14.18
"Stratford","0900174190",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",18.74
"Suffield","0900374540",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",9.42
"Tolland","0901376290",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",8.16
"Torrington","0900576570",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",23.04
"Trumbull","0900177200",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",8.41
"Vernon","0901378250",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",15.38
"Wallingford","0900978740",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",19.08
"Washington","0900579720",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",16
"Waterbury","0900980070",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",29.87
"Waterford","0901180280",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",11.24
"Watertown","0900580490",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",17.63
"West Hartford","0900382590",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",12.11
"West Haven","0900982870",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",24.41
"Weston","0900183430",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",11.11
"Westport","0900183500",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",6.49
"Wethersfield","0900384900",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",15.59
"Wilton","0900186370",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",17.21
"Windham","0901586790",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",28.14
"Windsor","0900387000",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",12.03
"Windsor Locks","0900387070",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",16.75
"Wolcott","0900987560",2013,NA,NA,NA,NA,"Student with Disabilities","Percent","Students Chronically Absent",10.67
"Bridgeport","0900108070",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",20.91
"Bristol","0900308490",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",23.43
"Connecticut","09",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",18.51
"Danbury","0900118500",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",14.17
"East Hartford","0900322630",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",11.75
"East Haven","0900922910",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",11.27
"Greenwich","0900133620",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",6.1
"Groton","0901134250",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",19.05
"Hamden","0900935650",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",10.67
"Hartford","0900337070",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",35.2
"Manchester","0900344700",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",19.57
"Meriden","0900946520",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",17.26
"Naugatuck","0900949950",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",14.29
"New Britain","0900350440",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",34.3
"New Haven","0900952070",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",21.56
"New London","0901152350",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",27.26
"Norwalk","0900156060",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",9.43
"Norwich","0901156270",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",14.47
"Stamford","0900173070",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",11.58
"Stratford","0900174190",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",6.87
"Torrington","0900576570",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",7.65
"Wallingford","0900978740",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",10.08
"Waterbury","0900980070",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",23.76
"West Hartford","0900382590",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",12.81
"West Haven","0900982870",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",9.73
"Windham","0901586790",2012,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",20.8
"Bridgeport","0900108070",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",24.93
"Bristol","0900308490",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",21.34
"Connecticut","09",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",18.4
"Danbury","0900118500",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",11.91
"East Hartford","0900322630",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",22.58
"Greenwich","0900133620",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",9.28
"Hamden","0900935650",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",14.77
"Hartford","0900337070",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",33.74
"Manchester","0900344700",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",15.73
"Meriden","0900946520",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",18.51
"Middletown","0900747360",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",14.19
"Milford","0900947535",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",16.79
"Naugatuck","0900949950",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",11.49
"New Britain","0900350440",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",26.72
"New Haven","0900952070",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",16.01
"New London","0901152350",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",18.08
"Norwalk","0900156060",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",11.4
"Norwich","0901156270",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",12.88
"Stamford","0900173070",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",17.64
"Stratford","0900174190",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",10.28
"Torrington","0900576570",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",7.36
"Waterbury","0900980070",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",23.46
"West Hartford","0900382590",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",13.22
"West Haven","0900982870",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",13.7
"Wethersfield","0900384900",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",11.43
"Windham","0901586790",2013,NA,NA,NA,"English Language Learner",NA,"Percent","Students Chronically Absent",23.03
"Ansonia","0900901220",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16.22
"Avon","0900302060",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",14.93
"Beacon Falls","0900903250",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.84
"Berlin","0900304300",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.2
"Bethel","0900104720",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.49
"Bloomfield","0900305910",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",10.94
"Branford","0900907310",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",13.01
"Bridgeport","0900108070",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.96
"Bristol","0900308490",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",22.2
"Brooklyn","0901509190",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.43
"Burlington","0900310100",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.11
"Canton","0900312270",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",20.87
"Cheshire","0900914160",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16.46
"Clinton","0900715350",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.25
"Connecticut","09",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",20.02
"Coventry","0901317800",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",13.7
"Cromwell","0900718080",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",12.9
"Danbury","0900118500",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16.32
"Derby","0900919550",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.29
"East Haddam","0900722280",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.81
"East Hampton","0900722490",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.77
"East Hartford","0900322630",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",12.23
"East Haven","0900922910",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",22.64
"East Lyme","0901123400",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",13.93
"East Windsor","0900324800",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",20.06
"Ellington","0901325360",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.61
"Enfield","0900325990",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",20.3
"Fairfield","0900126620",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16.04
"Farmington","0900327600",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",14.78
"Glastonbury","0900331240",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",11.7
"Greenwich","0900133620",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",12.83
"Griswold","0901133900",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.13
"Groton","0901134250",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",20.44
"Guilford","0900934950",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.91
"Haddam","0900735230",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",14.08
"Hamden","0900935650",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.02
"Hartford","0900337070",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",29.36
"Harwinton","0900537280",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.11
"Killingly","0901540500",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",20.33
"Killingworth","0900740710",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",14.08
"Lebanon","0901142390",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16.3
"Ledyard","0901142600",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",9.58
"Manchester","0900344700",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",25.63
"Mansfield","0901344910",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",7.91
"Meriden","0900946520",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16.61
"Middlebury","0900946940",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",11.3
"Middletown","0900747360",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",17.49
"Milford","0900947535",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",25.12
"Monroe","0900148620",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",13.22
"Montville","0901148900",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.05
"Naugatuck","0900949950",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",20.28
"New Britain","0900350440",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",29.88
"New Fairfield","0900150860",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",14.84
"New Haven","0900952070",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.69
"New London","0901152350",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",26.65
"New Milford","0900552630",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.43
"Newington","0900352140",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",9.03
"North Branford","0900953890",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",28.05
"North Haven","0900954870",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.19
"North Stonington","0901155500",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",24.14
"Norwalk","0900156060",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.27
"Norwich","0901156270",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.44
"Old Saybrook","0900757320",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",25.79
"Oxford","0900958300",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",22.58
"Plainfield","0901559980",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",17.32
"Plainville","0900360120",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.11
"Plymouth","0900560750",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16.35
"Portland","0900761800",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.3
"Prospect","0900962290",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.84
"Putnam","0901562710",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",14.77
"Rocky Hill","0900365370",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.07
"Seymour","0900967610",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.28
"Shelton","0900168170",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",17.96
"Simsbury","0900368940",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",11.23
"South Windsor","0900371390",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",30.41
"Southbury","0900969640",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",11.3
"Southington","0900370550",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",22.96
"Stafford","0901372090",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",17.57
"Stamford","0900173070",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",12.6
"Sterling","0901573420",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",17.16
"Stonington","0901173770",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",26.42
"Stratford","0900174190",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.48
"Suffield","0900374540",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.35
"Thompson","0901575870",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",10.24
"Tolland","0901376290",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",17.74
"Torrington","0900576570",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.42
"Trumbull","0900177200",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16
"Vernon","0901378250",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.09
"Wallingford","0900978740",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",23
"Waterbury","0900980070",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.22
"Waterford","0901180280",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.92
"Watertown","0900580490",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",20.6
"West Hartford","0900382590",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",13.25
"West Haven","0900982870",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",17.92
"Wethersfield","0900384900",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.55
"Winchester","0900586440",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",14.13
"Windham","0901586790",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.25
"Windsor","0900387000",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",13.14
"Windsor Locks","0900387070",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.85
"Wolcott","0900987560",2012,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",9.24
"Ansonia","0900901220",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",17.66
"Avon","0900302060",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16.22
"Beacon Falls","0900903250",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.71
"Berlin","0900304300",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16.87
"Bethel","0900104720",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.06
"Bethlehem","0900504930",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",11.98
"Bloomfield","0900305910",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",10.39
"Branford","0900907310",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16.64
"Bridgeport","0900108070",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",25.19
"Bristol","0900308490",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.66
"Brooklyn","0901509190",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.57
"Burlington","0900310100",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",13.91
"Canton","0900312270",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.3
"Cheshire","0900914160",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",11.67
"Clinton","0900715350",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",17.24
"Colchester","0901115910",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",12.27
"Connecticut","09",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",20.93
"Coventry","0901317800",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.65
"Cromwell","0900718080",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",9.96
"Danbury","0900118500",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.2
"Derby","0900919550",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",20.91
"East Hampton","0900722490",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.19
"East Hartford","0900322630",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",24.44
"East Haven","0900922910",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",22.21
"East Lyme","0901123400",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",13.89
"East Windsor","0900324800",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.57
"Ellington","0901325360",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.45
"Enfield","0900325990",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",20.17
"Fairfield","0900126620",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",8.45
"Farmington","0900327600",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.88
"Glastonbury","0900331240",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",7.82
"Granby","0900332640",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.11
"Greenwich","0900133620",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16.18
"Griswold","0901133900",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.47
"Groton","0901134250",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",17.54
"Guilford","0900934950",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.23
"Hamden","0900935650",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",23.71
"Hartford","0900337070",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",28.53
"Harwinton","0900537280",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",13.91
"Killingly","0901540500",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.64
"Lebanon","0901142390",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",20
"Ledyard","0901142600",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",12.74
"Manchester","0900344700",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.48
"Mansfield","0901344910",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",9.73
"Meriden","0900946520",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.17
"Middletown","0900747360",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16.23
"Milford","0900947535",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",26.72
"Monroe","0900148620",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",14.12
"Montville","0901148900",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",13.67
"Naugatuck","0900949950",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.74
"New Britain","0900350440",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",27.66
"New Fairfield","0900150860",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",12.97
"New Haven","0900952070",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.01
"New London","0901152350",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.59
"New Milford","0900552630",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.24
"Newington","0900352140",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",8.43
"Newtown","0900152980",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",13.28
"North Branford","0900953890",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",25.18
"North Haven","0900954870",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",22.18
"North Stonington","0901155500",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",23.53
"Norwalk","0900156060",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",14.73
"Norwich","0901156270",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16.65
"Old Saybrook","0900757320",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",20.12
"Oxford","0900958300",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",17.6
"Plainfield","0901559980",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.08
"Plainville","0900360120",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",14.82
"Plymouth","0900560750",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",17.17
"Portland","0900761800",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.04
"Prospect","0900962290",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",15.71
"Putnam","0901562710",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",17.48
"Rocky Hill","0900365370",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.83
"Seymour","0900967610",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",22.6
"Shelton","0900168170",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",26.07
"Simsbury","0900368940",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.11
"South Windsor","0900371390",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",13.07
"Southington","0900370550",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.84
"Stafford","0901372090",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",12.82
"Stamford","0900173070",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.94
"Stonington","0901173770",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",14.45
"Stratford","0900174190",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.17
"Suffield","0900374540",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",16.67
"Thomaston","0900575730",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",13.22
"Thompson","0901575870",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",11.27
"Tolland","0901376290",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",18.33
"Torrington","0900576570",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",20.58
"Trumbull","0900177200",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",10.97
"Vernon","0901378250",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",12.48
"Wallingford","0900978740",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.81
"Waterbury","0900980070",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",23.08
